order_id,customer_id,order_date,sales_channel,campaign,discount_rate,order_total,items,returned
O-0000367,C-00032,2025-01-08,online,cart-recovery,0.17,192.1,3,1
O-0000368,C-00032,2025-02-04,online,cart-recovery,0.14,167.74,2,0
O-0000369,C-00032,2025-02-26,online,winter-layering,0.13,174.12,4,0
O-0000370,C-00032,2025-03-21,online,winter-layering,0.15,173.06,2,0
O-0000371,C-00032,2025-04-10,online,winter-layering,0.11,163.88,2,0
O-0000372,C-00032,2025-05-01,online,trail-season,0.13,144.16,5,0
O-0000373,C-00032,2025-05-25,online,winter-layering,0.12,167.86,5,0
O-0000374,C-00032,2025-06-12,online,winter-layering,0.15,218.94,4,0
O-0000375,C-00032,2025-07-02,retail-store,winter-layering,0.09,220.31,3,0
O-0000376,C-00032,2025-07-27,online,cart-recovery,0.18,208.7,2,0
O-0000377,C-00032,2025-08-18,retail-store,always-on,0.1,155.88,4,0
O-0000378,C-00032,2025-09-09,online,trail-season,0.16,169.06,2,0
O-0000379,C-00032,2025-10-02,online,always-on,0.14,203.19,2,0
O-0000380,C-00032,2025-10-24,online,winter-layering,0.15,188.74,3,0
O-0000381,C-00032,2025-11-14,retail-store,trail-season,0.1,149.4,2,0
O-0000382,C-00032,2025-11-22,retail-store,winter-layering,0.12,128.78,2,0
O-0000383,C-00032,2025-12-27,online,member-event,0.05,107.69,1,0
O-0000384,C-00032,2026-01-11,online,winter-layering,0.16,204.08,4,0
O-0000385,C-00032,2026-02-05,online,always-on,0.12,171.83,5,0
O-0000386,C-00032,2026-02-26,retail-store,trail-season,0.09,101.78,2,0
O-0000387,C-00032,2026-03-19,online,member-event,0.05,218.42,4,0
O-0000388,C-00032,2026-04-12,online,cart-recovery,0.17,162.62,1,0
O-0000389,C-00032,2026-05-04,online,cart-recovery,0.13,209.63,4,0
O-0000390,C-00032,2026-05-27,online,member-event,0.02,190.15,4,0
O-0000391,C-00032,2026-06-15,online,cart-recovery,0.2,140.12,4,0
O-0000392,C-00033,2025-03-04,online,always-on,0.13,75.19,1,0
O-0000393,C-00033,2025-05-05,online,always-on,0.15,78.45,1,0
O-0000394,C-00033,2025-07-13,online,trail-season,0.1,99.4,2,0
O-0000395,C-00033,2025-09-11,online,winter-layering,0.16,114.77,2,1
O-0000396,C-00033,2025-11-21,online,always-on,0.16,68.86,1,1
O-0000397,C-00033,2026-01-24,online,member-event,0.08,86.81,4,1
O-0000398,C-00033,2026-03-31,retail-store,member-event,0.24,65.16,1,0
O-0000399,C-00033,2026-06-05,online,trail-season,0.09,78.73,1,0
O-0000400,C-00034,2024-07-29,retail-store,trail-season,0.13,91.95,2,0
O-0000401,C-00034,2024-12-04,online,winter-layering,0.15,61.57,1,0
O-0000402,C-00034,2025-04-16,online,always-on,0.19,83.55,1,0
O-0000403,C-00034,2025-08-28,online,cart-recovery,0.15,55.53,1,0
O-0000404,C-00034,2025-12-29,online,trail-season,0.19,82.35,4,0
O-0000405,C-00034,2026-05-17,online,always-on,0.2,84.3,2,0
O-0000406,C-00035,2024-11-02,online,trail-season,0.15,122.73,2,0
O-0000407,C-00035,2024-12-17,online,cart-recovery,0.17,83.35,1,0
O-0000408,C-00035,2025-01-26,online,member-event,0.14,50.11,1,0
O-0000409,C-00035,2025-03-06,online,cart-recovery,0.16,90.45,3,0
O-0000410,C-00035,2025-04-12,online,trail-season,0.17,105.94,2,0
O-0000411,C-00035,2025-05-26,online,always-on,0.2,82.06,2,0
O-0000412,C-00035,2025-07-01,retail-store,winter-layering,0.09,95.13,2,0
O-0000413,C-00035,2025-08-17,online,winter-layering,0.16,107.98,2,0
O-0000414,C-00035,2025-09-20,online,trail-season,0.14,79.73,1,0
O-0000415,C-00035,2025-10-31,online,winter-layering,0.28,93.85,3,0
O-0000416,C-00035,2025-12-14,retail-store,member-event,0.17,51.44,1,0
O-0000417,C-00035,2026-01-26,retail-store,trail-season,0.26,79.42,2,0
O-0000418,C-00035,2026-02-26,online,trail-season,0.2,96.72,1,0
O-0000419,C-00035,2026-04-12,online,always-on,0.18,83.7,2,0
O-0000420,C-00035,2026-05-24,online,winter-layering,0.19,83.08,2,1
O-0000421,C-00036,2024-07-23,online,trail-season,0.04,189.9,3,0
O-0000422,C-00036,2024-09-06,online,cart-recovery,0.12,113.1,4,0
O-0000423,C-00036,2024-10-23,online,trail-season,0,100.45,2,0
O-0000424,C-00036,2024-12-03,online,always-on,0.07,181.14,3,0
O-0000425,C-00036,2025-01-15,online,member-event,0.04,149.02,2,0
O-0000426,C-00036,2025-02-28,online,winter-layering,0.13,96.37,1,0
O-0000427,C-00036,2025-04-10,retail-store,member-event,0.04,156.56,2,1
O-0000428,C-00036,2025-05-23,online,trail-season,0.09,135.64,3,0
O-0000429,C-00036,2025-07-05,online,member-event,0.02,149.93,2,1
O-0000430,C-00036,2025-08-16,online,trail-season,0.02,138.94,4,1
O-0000431,C-00036,2025-09-26,online,always-on,0.05,135.54,2,0
O-0000432,C-00036,2025-11-05,retail-store,member-event,0.14,131.89,2,0
O-0000433,C-00036,2025-12-19,online,trail-season,0,137.39,3,0
O-0000434,C-00036,2026-02-03,online,winter-layering,0.12,127.79,3,0
O-0000435,C-00036,2026-03-18,online,member-event,0.06,93.43,1,0
O-0000436,C-00036,2026-04-28,online,winter-layering,0.06,141.69,2,0
O-0000437,C-00036,2026-06-11,retail-store,winter-layering,0.1,163.16,4,0
O-0000438,C-00037,2024-12-06,online,member-event,0.41,123.78,3,0
O-0000439,C-00037,2025-02-06,online,member-event,0.32,104.22,2,0
O-0000440,C-00037,2025-04-03,online,cart-recovery,0.31,92.44,3,0
O-0000441,C-00037,2025-05-30,online,member-event,0.3,78.08,1,0
O-0000442,C-00037,2025-08-08,online,member-event,0.29,109.92,2,0
O-0000443,C-00037,2025-10-05,retail-store,always-on,0.36,87.17,1,0
O-0000444,C-00037,2025-12-04,retail-store,trail-season,0.29,125.38,1,0
O-0000445,C-00037,2026-01-30,online,cart-recovery,0.31,94.19,1,0
O-0000446,C-00037,2026-04-08,online,member-event,0.34,77.04,2,0
O-0000447,C-00037,2026-06-07,online,always-on,0.27,109.53,1,0
O-0000448,C-00038,2026-05-01,online,winter-layering,0.19,76.61,1,0
O-0000449,C-00038,2026-06-05,online,winter-layering,0.22,67.38,1,0
O-0000450,C-00039,2024-07-23,online,always-on,0.08,70.32,1,0
O-0000451,C-00039,2024-09-12,online,cart-recovery,0.04,89.88,1,1
O-0000452,C-00039,2024-10-30,retail-store,always-on,0,91.28,2,1
O-0000453,C-00039,2024-12-17,online,always-on,0.09,66.93,2,0
O-0000454,C-00039,2025-02-08,online,always-on,0.09,95.44,1,0
O-0000455,C-00039,2025-03-23,retail-store,winter-layering,0.02,91.65,2,0
O-0000456,C-00039,2025-05-11,online,trail-season,0.07,66.78,2,0
O-0000457,C-00039,2025-06-29,online,always-on,0.03,89.71,1,0
O-0000458,C-00039,2025-08-17,online,member-event,0.07,77.96,1,0
O-0000459,C-00039,2025-10-05,retail-store,member-event,0.04,98.44,1,0
O-0000460,C-00039,2025-11-20,online,cart-recovery,0.01,68.13,1,1
O-0000461,C-00039,2026-01-03,online,cart-recovery,0.11,62.3,2,0
O-0000462,C-00039,2026-02-27,online,winter-layering,0.02,70.36,3,0
O-0000463,C-00039,2026-04-17,retail-store,winter-layering,0.04,107.21,2,0
O-0000464,C-00039,2026-06-02,online,always-on,0.05,85.39,1,0
O-0000465,C-00040,2024-11-04,online,always-on,0.25,65.18,2,0
O-0000466,C-00040,2024-12-24,online,member-event,0.31,84.25,1,0
O-0000467,C-00040,2025-02-05,online,always-on,0.31,79.9,1,0
O-0000468,C-00040,2025-03-29,online,always-on,0.23,96.17,1,0
O-0000469,C-00040,2025-05-15,online,cart-recovery,0.31,75.45,1,0
O-0000470,C-00040,2025-06-27,online,trail-season,0.28,109.41,1,0
O-0000471,C-00040,2025-08-18,online,member-event,0.3,122.31,4,1
O-0000472,C-00040,2025-10-02,online,trail-season,0.26,88.86,3,1
O-0000473,C-00040,2025-11-17,online,trail-season,0.26,87.78,3,0
O-0000474,C-00040,2026-01-07,online,cart-recovery,0.21,76.99,1,1
O-0000475,C-00040,2026-02-23,online,always-on,0.17,85.93,1,0
O-0000476,C-00040,2026-04-11,online,winter-layering,0.17,96.48,1,0
O-0000477,C-00040,2026-05-29,online,trail-season,0.27,108.71,1,1
O-0000478,C-00041,2024-07-28,retail-store,member-event,0.11,66.54,2,0
O-0000479,C-00041,2024-10-13,online,trail-season,0.16,78.02,2,0
O-0000480,C-00041,2024-12-28,retail-store,cart-recovery,0.1,74.83,2,0
O-0000481,C-00041,2025-03-09,retail-store,always-on,0.07,71.5,2,0
O-0000482,C-00041,2025-05-25,online,cart-recovery,0.07,57.1,1,0
O-0000483,C-00041,2025-08-09,online,member-event,0.09,114.13,2,1
O-0000484,C-00041,2025-10-26,online,trail-season,0.2,62.86,1,0
O-0000485,C-00041,2026-01-09,online,trail-season,0.05,48.64,1,0
O-0000486,C-00041,2026-03-24,retail-store,trail-season,0.04,96.84,3,0
O-0000487,C-00041,2026-06-06,retail-store,winter-layering,0.2,85.24,3,0
O-0000488,C-00042,2025-03-04,online,always-on,0.26,60.85,2,0
O-0000489,C-00042,2025-04-14,retail-store,cart-recovery,0.18,99.73,3,0
O-0000490,C-00042,2025-05-25,online,trail-season,0.14,72.48,1,0
O-0000491,C-00042,2025-07-04,online,cart-recovery,0.24,60.62,1,0
O-0000492,C-00042,2025-08-13,online,always-on,0.16,113.93,1,0
O-0000493,C-00042,2025-09-25,online,always-on,0.1,125.94,2,0
O-0000494,C-00042,2025-11-03,online,always-on,0.13,73.52,1,0
O-0000495,C-00042,2025-12-16,online,member-event,0.21,101.51,1,0
O-0000496,C-00042,2026-01-28,online,member-event,0.19,71.09,1,0
O-0000497,C-00042,2026-03-08,online,cart-recovery,0.26,70.29,1,0
O-0000498,C-00042,2026-04-20,online,member-event,0.04,59.19,1,0
O-0000499,C-00042,2026-05-30,retail-store,cart-recovery,0.1,76.7,1,0
O-0000500,C-00043,2026-03-01,online,cart-recovery,0.35,54.63,1,0
O-0000501,C-00043,2026-03-24,retail-store,always-on,0.26,69.21,1,0
O-0000502,C-00043,2026-04-16,online,always-on,0.26,62.88,1,0
O-0000503,C-00043,2026-05-09,online,winter-layering,0.34,55.11,1,0
O-0000504,C-00043,2026-06-03,online,member-event,0.25,85.6,1,0
O-0000505,C-00044,2024-07-21,online,winter-layering,0,94.54,1,0
O-0000506,C-00044,2024-09-15,online,always-on,0.03,113.25,1,0
O-0000507,C-00044,2024-11-02,online,always-on,0,155.81,3,0
O-0000508,C-00044,2024-12-20,online,cart-recovery,0,138.17,2,0
O-0000509,C-00044,2025-02-08,online,winter-layering,0.02,150.73,2,0
O-0000510,C-00044,2025-03-30,online,cart-recovery,0,145.9,3,0
O-0000511,C-00044,2025-05-18,retail-store,winter-layering,0.07,108.23,1,1
O-0000512,C-00044,2025-07-05,online,cart-recovery,0,99.11,3,0
O-0000513,C-00044,2025-08-21,online,winter-layering,0,147.33,2,0
O-0000514,C-00044,2025-10-05,online,member-event,0.09,110.64,2,0
O-0000515,C-00044,2025-11-25,retail-store,winter-layering,0,178.85,2,0
O-0000516,C-00044,2026-01-14,online,cart-recovery,0.06,182.9,4,0
O-0000517,C-00044,2026-02-24,online,trail-season,0,101.75,2,0
O-0000518,C-00044,2026-04-23,retail-store,winter-layering,0,139.74,2,0
O-0000519,C-00044,2026-06-08,online,member-event,0,105.98,1,0
O-0000520,C-00045,2024-07-29,online,cart-recovery,0.19,57.39,1,0
O-0000521,C-00045,2024-10-18,online,member-event,0.11,60.51,1,0
O-0000522,C-00045,2025-01-01,online,cart-recovery,0.2,76.97,2,1
O-0000523,C-00045,2025-03-25,online,always-on,0.14,75.38,1,1
O-0000524,C-00045,2025-06-15,online,trail-season,0.25,67.34,3,0
O-0000525,C-00045,2025-09-01,online,winter-layering,0.24,92.83,2,0
O-0000526,C-00045,2025-11-23,online,winter-layering,0.14,83.68,1,0
O-0000527,C-00045,2026-02-14,online,member-event,0.21,87.37,2,0
O-0000528,C-00046,2024-07-24,retail-store,cart-recovery,0.15,135.07,3,0
O-0000529,C-00046,2024-09-09,online,cart-recovery,0.17,101.48,1,0
O-0000530,C-00046,2024-10-23,online,always-on,0.18,129.66,1,0
O-0000531,C-00046,2024-11-28,online,member-event,0.18,140.48,3,0
O-0000532,C-00046,2025-01-11,online,always-on,0.04,124.59,1,0
O-0000533,C-00046,2025-02-24,online,always-on,0.14,113.94,1,0
O-0000534,C-00046,2025-04-11,online,trail-season,0.16,145.31,4,0
O-0000535,C-00046,2025-05-18,online,trail-season,0.21,136.52,4,0
O-0000536,C-00046,2025-07-04,online,trail-season,0.19,117.54,1,0
O-0000537,C-00046,2025-08-09,online,trail-season,0.12,110.28,3,0
O-0000538,C-00046,2025-09-26,online,always-on,0.09,142.99,2,0
O-0000539,C-00046,2025-11-06,retail-store,always-on,0.04,114.72,3,0
O-0000540,C-00046,2025-12-20,online,winter-layering,0.06,109.92,1,0
O-0000541,C-00046,2026-02-02,online,member-event,0,132.7,1,1
O-0000542,C-00046,2026-03-17,online,winter-layering,0.06,87.72,1,0
O-0000543,C-00046,2026-04-27,online,trail-season,0.06,203.16,3,1
O-0000544,C-00046,2026-06-08,online,trail-season,0,128.62,2,0
O-0000545,C-00047,2025-12-30,online,member-event,0.05,73.43,1,0
O-0000546,C-00047,2026-01-23,retail-store,member-event,0.17,60.29,1,0
O-0000547,C-00047,2026-02-21,online,cart-recovery,0.16,82.87,2,0
O-0000548,C-00047,2026-03-17,online,member-event,0.17,77.01,2,0
O-0000549,C-00047,2026-04-12,retail-store,cart-recovery,0.24,76.71,1,0
O-0000550,C-00047,2026-05-02,online,member-event,0.17,67.45,3,0
O-0000551,C-00047,2026-06-05,retail-store,always-on,0.08,47.55,1,0
O-0000552,C-00048,2024-09-05,online,member-event,0.43,47.99,2,0
O-0000553,C-00048,2024-10-29,online,winter-layering,0.31,80.31,2,0
O-0000554,C-00048,2024-12-15,online,trail-season,0.29,67.5,2,0
O-0000555,C-00048,2025-02-09,retail-store,winter-layering,0.35,111.76,2,0
O-0000556,C-00048,2025-03-28,retail-store,member-event,0.28,101.92,2,0
O-0000557,C-00048,2025-05-20,retail-store,winter-layering,0.26,111.26,2,1
O-0000558,C-00048,2025-07-11,online,cart-recovery,0.37,82.67,1,0
O-0000559,C-00048,2025-08-29,online,cart-recovery,0.23,82.22,3,0
O-0000560,C-00048,2025-10-24,online,trail-season,0.32,91.41,1,0
O-0000561,C-00048,2025-12-14,retail-store,cart-recovery,0.31,97.13,1,0
O-0000562,C-00048,2026-02-03,retail-store,member-event,0.37,75.9,1,0
O-0000563,C-00048,2026-03-25,online,winter-layering,0.29,80,1,0
O-0000564,C-00048,2026-05-15,retail-store,winter-layering,0.31,85.16,2,0
O-0000565,C-00049,2024-07-29,online,trail-season,0.48,69.84,2,1
O-0000566,C-00049,2025-02-02,online,always-on,0.43,75.85,1,1
O-0000567,C-00049,2025-08-11,online,cart-recovery,0.34,95.17,2,0
O-0000568,C-00049,2026-02-15,online,cart-recovery,0.33,54.73,1,0
O-0000569,C-00050,2024-07-29,retail-store,always-on,0.28,90,1,1
O-0000570,C-00050,2024-10-29,online,always-on,0.29,72.04,1,0
O-0000571,C-00050,2025-01-29,online,member-event,0.42,50.83,1,1
O-0000572,C-00050,2025-04-28,online,member-event,0.32,85.69,2,1
O-0000573,C-00050,2025-08-02,online,member-event,0.37,64.4,2,0
O-0000574,C-00050,2025-11-03,online,winter-layering,0.34,78.35,1,0
O-0000575,C-00050,2026-02-06,online,member-event,0.37,78.47,1,0
O-0000576,C-00051,2024-07-30,online,always-on,0.32,86.24,1,0
O-0000577,C-00051,2024-12-25,retail-store,winter-layering,0.38,53.92,1,0
O-0000578,C-00051,2025-05-20,online,member-event,0.41,81.53,1,0
O-0000579,C-00051,2025-10-12,retail-store,winter-layering,0.21,66.12,1,0
O-0000580,C-00051,2026-03-17,online,trail-season,0.33,83.93,3,0
O-0000581,C-00052,2024-07-24,online,member-event,0.26,43.99,3,1
O-0000582,C-00052,2024-11-16,retail-store,trail-season,0.23,84.95,1,1
O-0000583,C-00052,2025-03-16,online,cart-recovery,0.29,87.54,1,0
O-0000584,C-00052,2025-07-10,online,winter-layering,0.28,77.69,1,0
O-0000585,C-00052,2025-11-02,online,always-on,0.18,117.17,1,0
O-0000586,C-00052,2026-02-26,online,always-on,0.21,70.97,1,0
O-0000587,C-00053,2024-07-25,online,winter-layering,0.02,165.34,3,0
O-0000588,C-00053,2024-08-18,online,cart-recovery,0.1,139.53,2,0
O-0000589,C-00053,2024-09-04,online,member-event,0.04,183.39,4,0
O-0000590,C-00053,2024-09-30,retail-store,winter-layering,0.02,154.86,1,0
O-0000591,C-00053,2024-10-24,online,cart-recovery,0.1,132.23,1,0
O-0000592,C-00053,2024-11-10,online,trail-season,0.07,133.34,3,0
O-0000593,C-00053,2024-11-27,online,member-event,0.1,122.16,2,0
O-0000594,C-00053,2024-12-29,online,trail-season,0,152.9,1,0
O-0000595,C-00053,2025-01-16,online,winter-layering,0.12,183.66,3,0
O-0000596,C-00053,2025-02-07,online,member-event,0.11,187.39,5,0
O-0000597,C-00053,2025-03-04,online,trail-season,0.01,151.33,4,0
O-0000598,C-00053,2025-03-20,retail-store,trail-season,0,139.84,3,0
O-0000599,C-00053,2025-04-16,online,member-event,0.08,127.98,2,0
O-0000600,C-00053,2025-05-09,retail-store,winter-layering,0.08,210.53,2,0
O-0000601,C-00053,2025-05-29,online,trail-season,0.1,150.53,1,0
O-0000602,C-00053,2025-06-21,online,trail-season,0.07,250.77,5,0
O-0000603,C-00053,2025-07-07,retail-store,trail-season,0.04,172.41,1,0
O-0000604,C-00053,2025-08-04,online,trail-season,0.09,153.65,2,0
O-0000605,C-00053,2025-08-25,retail-store,trail-season,0,154.12,3,0
O-0000606,C-00053,2025-09-13,online,trail-season,0.01,209.46,5,0
O-0000607,C-00053,2025-10-08,online,cart-recovery,0.06,186.61,4,0
O-0000608,C-00053,2025-10-29,online,winter-layering,0.05,118.8,4,0
O-0000609,C-00053,2025-11-19,online,always-on,0.06,64.17,1,0
O-0000610,C-00053,2025-12-14,retail-store,trail-season,0.05,104.57,2,0
O-0000611,C-00053,2026-01-05,online,member-event,0.03,200.66,4,0
O-0000612,C-00053,2026-01-27,retail-store,cart-recovery,0.05,127.61,1,0
O-0000613,C-00053,2026-02-14,online,always-on,0.06,83.92,2,0
O-0000614,C-00053,2026-03-09,online,cart-recovery,0,228.48,5,0
O-0000615,C-00053,2026-03-31,online,cart-recovery,0,212.98,3,0
O-0000616,C-00053,2026-04-21,retail-store,winter-layering,0.1,184.76,2,0
O-0000617,C-00053,2026-05-14,online,trail-season,0.1,217.24,4,0
O-0000618,C-00053,2026-06-06,online,trail-season,0.04,137.21,1,0
O-0000619,C-00053,2026-06-26,online,trail-season,0.02,208.37,4,0
O-0000620,C-00054,2024-07-23,online,winter-layering,0.28,85.31,2,0
O-0000621,C-00054,2024-12-28,online,winter-layering,0.35,71.07,2,0
O-0000622,C-00054,2025-06-04,retail-store,always-on,0.35,82.96,1,0
O-0000623,C-00054,2025-11-04,online,member-event,0.34,58.46,1,0
O-0000624,C-00054,2026-04-04,online,winter-layering,0.33,72.71,1,1
O-0000625,C-00055,2024-07-27,online,trail-season,0.17,89.87,2,0
O-0000626,C-00055,2024-09-28,online,trail-season,0.21,112.83,3,0
O-0000627,C-00055,2024-11-26,online,trail-season,0.15,74.83,2,0
O-0000628,C-00055,2025-01-27,online,member-event,0.24,78.99,1,0
O-0000629,C-00055,2025-03-31,retail-store,member-event,0.13,92.2,1,0
O-0000630,C-00055,2025-05-18,online,cart-recovery,0.24,107.26,2,0
O-0000631,C-00055,2025-07-26,online,trail-season,0.19,65.33,2,1
O-0000632,C-00055,2025-09-30,online,cart-recovery,0.18,99.15,3,0
O-0000633,C-00055,2025-11-25,online,member-event,0.2,100.24,3,0
O-0000634,C-00055,2026-01-27,online,trail-season,0.19,68.65,2,0
O-0000635,C-00055,2026-03-27,online,trail-season,0.24,75.8,1,0
O-0000636,C-00055,2026-05-31,retail-store,trail-season,0.25,81.92,2,0
O-0000637,C-00056,2025-09-28,online,trail-season,0.19,68.49,1,0
O-0000638,C-00056,2025-12-02,online,cart-recovery,0.24,91.12,1,0
O-0000639,C-00056,2026-02-01,online,trail-season,0.21,60.36,1,1
O-0000640,C-00056,2026-03-31,online,member-event,0.2,41.02,2,0
O-0000641,C-00056,2026-05-27,retail-store,trail-season,0.21,119.26,1,0
O-0000642,C-00057,2024-07-27,online,always-on,0.31,74.3,1,0
O-0000643,C-00057,2025-02-08,online,member-event,0.28,63.98,3,0
O-0000644,C-00057,2025-08-26,retail-store,cart-recovery,0.38,76.03,1,0
O-0000645,C-00057,2026-03-10,retail-store,member-event,0.36,42.48,1,0
O-0000646,C-00058,2024-07-29,online,always-on,0.15,149.52,2,1
O-0000647,C-00058,2024-09-15,retail-store,cart-recovery,0.18,142.81,2,0
O-0000648,C-00058,2024-11-10,online,cart-recovery,0.11,176.55,3,0
O-0000649,C-00058,2025-01-01,online,member-event,0.06,124.65,4,0
O-0000650,C-00058,2025-02-22,retail-store,member-event,0.03,147.22,2,0
O-0000651,C-00058,2025-04-08,online,cart-recovery,0.07,123.19,2,0
O-0000652,C-00058,2025-06-08,online,member-event,0.13,166.26,1,0
O-0000653,C-00058,2025-07-30,online,member-event,0.04,117.81,2,0
O-0000654,C-00058,2025-09-18,online,winter-layering,0.15,131.08,2,0
O-0000655,C-00058,2025-11-05,online,cart-recovery,0.03,168.45,4,0
O-0000656,C-00058,2026-01-03,online,cart-recovery,0.12,177.98,2,0
O-0000657,C-00058,2026-02-20,online,cart-recovery,0.22,129.94,3,0
O-0000658,C-00058,2026-04-14,online,trail-season,0.05,135.88,3,0
O-0000659,C-00058,2026-06-02,retail-store,always-on,0.2,166.95,2,0
O-0000660,C-00059,2026-04-26,online,always-on,0.24,69.49,1,0
O-0000661,C-00059,2026-05-11,online,member-event,0.27,68.56,1,0
O-0000662,C-00059,2026-05-24,online,cart-recovery,0.3,65.99,1,1
O-0000663,C-00059,2026-06-01,online,winter-layering,0.22,92.01,1,0
O-0000664,C-00060,2024-09-30,online,trail-season,0.2,67.5,2,1
O-0000665,C-00060,2024-12-27,online,winter-layering,0.16,85.01,3,0
O-0000666,C-00060,2025-03-26,online,trail-season,0.26,83.61,2,0
O-0000667,C-00060,2025-06-22,online,trail-season,0.25,76.48,2,0
O-0000668,C-00060,2025-09-13,online,member-event,0.26,88.83,3,0
O-0000669,C-00060,2025-12-08,retail-store,trail-season,0.27,63.88,2,1
O-0000670,C-00060,2026-03-06,online,member-event,0.19,104.78,3,0
O-0000671,C-00061,2024-10-05,retail-store,always-on,0.34,104.92,1,0
O-0000672,C-00061,2025-01-07,online,always-on,0.37,73.08,3,0
O-0000673,C-00061,2025-04-07,online,trail-season,0.29,73.64,3,0
O-0000674,C-00061,2025-07-11,online,trail-season,0.36,73.01,1,0
O-0000675,C-00061,2025-10-13,online,member-event,0.29,92.39,2,0
O-0000676,C-00061,2026-01-04,retail-store,cart-recovery,0.25,89.62,2,0
O-0000677,C-00062,2024-08-07,online,cart-recovery,0.29,95.9,2,1
O-0000678,C-00062,2024-11-02,online,member-event,0.36,75.35,2,0
O-0000679,C-00062,2025-01-19,online,member-event,0.35,123.52,1,0
O-0000680,C-00062,2025-04-21,retail-store,cart-recovery,0.22,59.49,1,0
O-0000681,C-00062,2025-07-13,online,member-event,0.29,36.24,1,0
O-0000682,C-00062,2025-10-11,online,winter-layering,0.25,72.3,1,0
O-0000683,C-00062,2025-12-30,online,always-on,0.12,72.64,1,0
